date,open,high,low,close
1996-07-29,661.3,664.6,658.0,661.3
1996-07-30,659.6,662.9,656.3,659.6
1996-07-31,652.9,656.2,649.6,652.9
1996-08-01,646.8,650.1,643.6,646.8
1996-08-02,645.1,648.3,641.9,645.1
1996-08-05,658.3,661.6,655.1,658.3
1996-08-06,675.3,678.6,671.9,675.3
1996-08-07,683.3,686.7,679.9,683.3
1996-08-08,687.2,690.7,683.8,687.2
1996-08-09,673.2,676.6,669.8,673.2
1996-08-12,690.1,693.5,686.6,690.1
1996-08-13,691.7,695.2,688.3,691.7
1996-08-14,683.1,686.5,679.6,683.1
1996-08-15,700.6,704.1,697.1,700.6
1996-08-16,698.3,701.8,694.8,698.3
1996-08-19,700.9,704.4,697.4,700.9
1996-08-20,697.0,700.4,693.5,697.0
1996-08-21,699.1,702.6,695.6,699.1
1996-08-22,702.0,705.5,698.5,702.0
1996-08-23,705.8,709.3,702.3,705.8
1996-08-26,710.8,714.3,707.2,710.8
1996-08-27,709.2,712.8,705.7,709.2
1996-08-28,708.1,711.6,704.6,708.1
1996-08-29,705.3,708.8,701.7,705.3
1996-08-30,695.9,699.3,692.4,695.9
1996-09-02,686.8,690.2,683.4,686.8
1996-09-03,683.2,686.6,679.7,683.2
1996-09-04,690.2,693.6,686.7,690.2
1996-09-05,691.5,694.9,688.0,691.5
1996-09-06,688.9,692.4,685.5,688.9
1996-09-09,683.9,687.3,680.5,683.9
1996-09-10,674.5,677.8,671.1,674.5
1996-09-11,667.3,670.6,663.9,667.3
1996-09-12,667.4,670.7,664.1,667.4
1996-09-13,666.5,669.8,663.2,666.5
1996-09-16,669.3,672.7,666.0,669.3
1996-09-17,666.7,670.0,663.4,666.7
1996-09-18,669.4,672.7,666.0,669.4
1996-09-19,658.0,661.3,654.7,658.0
1996-09-20,651.1,654.3,647.8,651.1
1996-09-23,651.1,654.3,647.8,651.1
1996-09-24,650.7,653.9,647.4,650.7
1996-09-25,655.0,658.3,651.7,655.0
1996-09-26,661.9,665.2,658.6,661.9
1996-09-27,668.7,672.1,665.4,668.7
1996-09-30,676.1,679.5,672.7,676.1
1996-10-01,685.6,689.0,682.2,685.6
1996-10-02,680.7,684.2,677.3,680.7
1996-10-03,693.3,696.8,689.8,693.3
1996-10-04,709.0,712.6,705.5,709.0
1996-10-07,695.3,698.8,691.8,695.3
1996-10-08,688.3,691.7,684.8,688.3
1996-10-09,687.7,691.1,684.2,687.7
1996-10-10,686.2,689.7,682.8,686.2
1996-10-11,672.5,675.9,669.2,672.5
1996-10-14,662.8,666.1,659.5,662.8
1996-10-15,662.4,665.7,659.1,662.4
1996-10-16,659.2,662.5,655.9,659.2
1996-10-17,661.4,664.7,658.1,661.4
1996-10-18,672.0,675.4,668.7,672.0
1996-10-21,660.3,663.6,657.0,660.3
1996-10-22,673.1,676.4,669.7,673.1
1996-10-23,682.4,685.8,679.0,682.4
1996-10-24,668.3,671.7,665.0,668.3
1996-10-25,658.3,661.6,655.0,658.3
1996-10-28,652.4,655.7,649.2,652.4
1996-10-29,644.7,647.9,641.5,644.7
1996-10-30,646.9,650.2,643.7,646.9
1996-10-31,649.4,652.6,646.2,649.4
1996-11-01,649.0,652.2,645.7,649.0
1996-11-04,648.3,651.5,645.0,648.3
1996-11-05,645.7,648.9,642.4,645.7
1996-11-06,646.5,649.7,643.2,646.5
1996-11-07,656.7,660.0,653.4,656.7
1996-11-08,639.5,642.7,636.3,639.5
1996-11-11,636.8,640.0,633.7,636.8
1996-11-12,638.3,641.5,635.1,638.3
1996-11-13,636.2,639.4,633.0,636.2
1996-11-14,636.7,639.9,633.5,636.7
1996-11-15,642.6,645.8,639.4,642.6
1996-11-18,636.3,639.4,633.1,636.3
1996-11-19,648.3,651.5,645.0,648.3
1996-11-20,636.9,640.1,633.7,636.9
1996-11-21,639.0,642.2,635.8,639.0
1996-11-22,637.1,640.3,633.9,637.1
1996-11-25,635.6,638.7,632.4,635.6
1996-11-26,638.4,641.6,635.2,638.4
1996-11-27,632.7,635.8,629.5,632.7
1996-11-28,637.7,640.9,634.5,637.7
1996-11-29,647.8,651.0,644.5,647.8
1996-12-02,641.8,645.0,638.6,641.8
1996-12-03,636.3,639.5,633.1,636.3
1996-12-04,641.9,645.1,638.7,641.9
1996-12-05,645.4,648.6,642.2,645.4
1996-12-06,633.3,636.5,630.1,633.3
1996-12-09,633.3,636.4,630.1,633.3
1996-12-10,635.8,639.0,632.6,635.8
1996-12-11,633.2,636.3,630.0,633.2
1996-12-12,640.0,643.2,636.8,640.0
1996-12-13,627.8,630.9,624.6,627.8
1996-12-16,611.6,614.6,608.5,611.6
1996-12-17,616.7,619.8,613.6,616.7
1996-12-18,610.3,613.3,607.2,610.3
1996-12-19,608.8,611.9,605.8,608.8
1996-12-20,600.9,603.9,597.9,600.9
1996-12-23,603.8,606.9,600.8,603.8
1996-12-24,604.8,607.8,601.8,604.8
1996-12-25,602.8,605.9,599.8,602.8
1996-12-26,594.4,597.4,591.5,594.4
1996-12-27,592.8,595.7,589.8,592.8
1996-12-30,592.9,595.8,589.9,592.9
1996-12-31,589.0,591.9,586.0,589.0
1997-01-01,585.8,588.8,582.9,585.8
1997-01-02,585.5,588.4,582.5,585.5
1997-01-03,589.0,591.9,586.1,589.0
1997-01-06,589.6,592.5,586.7,589.6
1997-01-07,595.7,598.7,592.7,595.7
1997-01-08,594.1,597.1,591.1,594.1
1997-01-09,598.9,601.9,596.0,598.9
1997-01-10,590.8,593.7,587.8,590.8
1997-01-13,590.9,593.9,588.0,590.9
1997-01-14,591.9,594.8,588.9,591.9
1997-01-15,604.4,607.5,601.4,604.4
1997-01-16,598.7,601.7,595.8,598.7
1997-01-17,590.2,593.2,587.3,590.2
1997-01-20,583.4,586.3,580.5,583.4
1997-01-21,578.9,581.8,576.0,578.9
1997-01-22,580.6,583.5,577.7,580.6
1997-01-23,572.5,575.4,569.6,572.5
1997-01-24,574.1,576.9,571.2,574.1
1997-01-27,572.5,575.4,569.7,572.5
1997-01-28,577.2,580.1,574.3,577.2
1997-01-29,580.0,582.9,577.1,580.0
1997-01-30,583.7,586.6,580.8,583.7
1997-01-31,585.3,588.3,582.4,585.3
1997-02-03,589.8,592.7,586.8,589.8
1997-02-04,579.7,582.6,576.8,579.7
1997-02-05,570.3,573.1,567.4,570.3
1997-02-06,569.5,572.3,566.6,569.5
1997-02-07,569.3,572.1,566.4,569.3
1997-02-10,561.6,564.4,558.8,561.6
1997-02-11,564.4,567.2,561.6,564.4
1997-02-12,556.5,559.3,553.7,556.5
1997-02-13,554.8,557.6,552.0,554.8
1997-02-14,554.5,557.3,551.8,554.5
1997-02-17,556.5,559.2,553.7,556.5
1997-02-18,553.3,556.1,550.5,553.3
1997-02-19,559.9,562.7,557.1,559.9
1997-02-20,568.7,571.6,565.9,568.7
1997-02-21,576.3,579.2,573.4,576.3
1997-02-24,583.7,586.6,580.8,583.7
1997-02-25,587.7,590.7,584.8,587.7
1997-02-26,589.0,591.9,586.0,589.0
1997-02-27,582.6,585.5,579.7,582.6
1997-02-28,577.5,580.4,574.6,577.5
1997-03-03,578.3,581.2,575.4,578.3
1997-03-04,566.6,569.4,563.7,566.6
1997-03-05,572.5,575.4,569.6,572.5
1997-03-06,567.5,570.3,564.6,567.5
1997-03-07,563.1,565.9,560.3,563.1
1997-03-10,564.9,567.7,562.1,564.9
1997-03-11,565.0,567.8,562.1,565.0
1997-03-12,561.2,564.0,558.4,561.2
1997-03-13,554.9,557.7,552.1,554.9
1997-03-14,545.7,548.4,543.0,545.7
1997-03-17,532.2,534.9,529.6,532.2
1997-03-18,540.2,542.9,537.5,540.2
1997-03-19,538.6,541.3,535.9,538.6
1997-03-20,533.4,536.1,530.7,533.4
1997-03-21,537.4,540.0,534.7,537.4
1997-03-24,531.7,534.3,529.0,531.7
1997-03-25,527.4,530.1,524.8,527.4
1997-03-26,533.9,536.5,531.2,533.9
1997-03-27,537.5,540.2,534.9,537.5
1997-03-28,538.0,540.7,535.3,538.0
1997-03-31,533.3,536.0,530.6,533.3
1997-04-01,534.4,537.1,531.8,534.4
1997-04-02,537.0,539.7,534.4,537.0
1997-04-03,537.8,540.5,535.1,537.8
1997-04-04,543.5,546.2,540.8,543.5
1997-04-07,536.0,538.7,533.3,536.0
1997-04-08,533.9,536.5,531.2,533.9
1997-04-09,536.2,538.8,533.5,536.2
1997-04-10,532.3,535.0,529.7,532.3
1997-04-11,536.7,539.4,534.0,536.7
1997-04-14,541.8,544.5,539.1,541.8
1997-04-15,540.9,543.6,538.2,540.9
1997-04-16,541.7,544.4,539.0,541.7
1997-04-17,539.3,542.0,536.6,539.3
1997-04-18,536.5,539.2,533.9,536.5
1997-04-21,541.1,543.8,538.4,541.1
1997-04-22,535.3,538.0,532.6,535.3
1997-04-23,538.5,541.2,535.8,538.5
1997-04-24,534.6,537.3,531.9,534.6
1997-04-25,529.0,531.7,526.4,529.0
1997-04-28,532.3,534.9,529.6,532.3
1997-04-29,534.7,537.4,532.1,534.7
1997-04-30,530.1,532.7,527.4,530.1
1997-05-01,527.9,530.5,525.2,527.9
1997-05-02,526.2,528.8,523.6,526.2
1997-05-05,525.4,528.0,522.7,525.4
1997-05-06,521.8,524.5,519.2,521.8
1997-05-07,530.0,532.6,527.3,530.0
1997-05-08,523.0,525.6,520.4,523.0
1997-05-09,514.2,516.8,511.7,514.2
1997-05-12,512.0,514.6,509.5,512.0
1997-05-13,501.3,503.8,498.8,501.3
1997-05-14,497.4,499.9,494.9,497.4
1997-05-15,494.3,496.8,491.9,494.3
1997-05-16,494.7,497.2,492.3,494.7
1997-05-19,493.0,495.4,490.5,493.0
1997-05-20,494.4,496.9,492.0,494.4
1997-05-21,490.7,493.1,488.2,490.7
1997-05-22,489.1,491.5,486.6,489.1
1997-05-23,492.4,494.9,490.0,492.4
1997-05-26,480.1,482.5,477.7,480.1
1997-05-27,483.0,485.4,480.6,483.0
1997-05-28,472.8,475.1,470.4,472.8
1997-05-29,473.9,476.3,471.5,473.9
1997-05-30,477.5,479.9,475.1,477.5
1997-06-02,479.1,481.5,476.7,479.1
1997-06-03,476.6,479.0,474.2,476.6
1997-06-04,478.7,481.0,476.3,478.7
1997-06-05,474.5,476.9,472.2,474.5
1997-06-06,482.2,484.6,479.8,482.2
1997-06-09,485.7,488.2,483.3,485.7
1997-06-10,481.1,483.5,478.7,481.1
1997-06-11,488.3,490.7,485.8,488.3
1997-06-12,489.2,491.6,486.7,489.2
1997-06-13,483.4,485.9,481.0,483.4
1997-06-16,488.3,490.8,485.9,488.3
1997-06-17,496.2,498.7,493.8,496.2
1997-06-18,494.3,496.8,491.9,494.3
1997-06-19,495.6,498.1,493.1,495.6
1997-06-20,494.9,497.3,492.4,494.9
1997-06-23,496.0,498.5,493.6,496.0
1997-06-24,499.2,501.7,496.7,499.2
1997-06-25,503.0,505.5,500.5,503.0
1997-06-26,492.8,495.3,490.3,492.8
1997-06-27,489.6,492.0,487.1,489.6
1997-06-30,492.7,495.2,490.2,492.7
1997-07-01,488.3,490.7,485.8,488.3
1997-07-02,489.4,491.8,486.9,489.4
1997-07-03,484.2,486.7,481.8,484.2
1997-07-04,487.1,489.5,484.7,487.1
1997-07-07,485.6,488.1,483.2,485.6
1997-07-08,487.9,490.4,485.5,487.9
1997-07-09,489.1,491.5,486.6,489.1
1997-07-10,481.5,483.9,479.1,481.5
1997-07-11,491.1,493.5,488.6,491.1
1997-07-14,482.8,485.2,480.4,482.8
1997-07-15,494.0,496.5,491.6,494.0
1997-07-16,482.4,484.9,480.0,482.4
1997-07-17,482.1,484.5,479.7,482.1
1997-07-18,474.7,477.0,472.3,474.7
1997-07-21,481.0,483.4,478.6,481.0
1997-07-22,475.5,477.9,473.1,475.5
1997-07-23,469.8,472.1,467.4,469.8
1997-07-24,469.7,472.1,467.4,469.7
1997-07-25,476.3,478.7,473.9,476.3
1997-07-28,480.5,482.9,478.1,480.5
1997-07-29,478.6,481.0,476.2,478.6
1997-07-30,476.3,478.7,473.9,476.3
1997-07-31,478.0,480.4,475.6,478.0
1997-08-01,477.2,479.6,474.8,477.2
1997-08-04,475.8,478.2,473.4,475.8
1997-08-05,474.3,476.7,471.9,474.3
1997-08-06,476.4,478.8,474.0,476.4
1997-08-07,477.6,480.0,475.3,477.6
1997-08-08,483.8,486.2,481.4,483.8
1997-08-11,478.5,480.9,476.1,478.5
1997-08-12,474.4,476.8,472.0,474.4
1997-08-13,473.0,475.4,470.7,473.0
1997-08-14,471.2,473.6,468.8,471.2
1997-08-15,474.4,476.8,472.0,474.4
1997-08-18,467.5,469.9,465.2,467.5
1997-08-19,472.7,475.0,470.3,472.7
1997-08-20,470.3,472.7,468.0,470.3
1997-08-21,474.9,477.3,472.5,474.9
1997-08-22,485.4,487.8,482.9,485.4
1997-08-25,487.3,489.8,484.9,487.3
1997-08-26,488.3,490.7,485.9,488.3
1997-08-27,491.4,493.9,489.0,491.4
1997-08-28,487.9,490.4,485.5,487.9
1997-08-29,487.1,489.6,484.7,487.1
1997-09-01,481.3,483.8,478.9,481.3
1997-09-02,476.8,479.2,474.4,476.8
1997-09-03,476.7,479.1,474.3,476.7
1997-09-04,475.5,477.9,473.2,475.5
1997-09-05,476.0,478.4,473.6,476.0
1997-09-08,474.0,476.4,471.6,474.0
1997-09-09,471.2,473.5,468.8,471.2
1997-09-10,473.9,476.3,471.6,473.9
1997-09-11,469.6,471.9,467.2,469.6
1997-09-12,469.3,471.7,467.0,469.3
1997-09-15,472.1,474.4,469.7,472.1
1997-09-16,473.7,476.0,471.3,473.7
1997-09-17,471.8,474.2,469.4,471.8
1997-09-18,462.1,464.4,459.8,462.1
1997-09-19,459.4,461.7,457.1,459.4
1997-09-22,466.9,469.2,464.5,466.9
1997-09-23,464.3,466.6,461.9,464.3
1997-09-24,462.8,465.1,460.5,462.8
1997-09-25,462.2,464.5,459.9,462.2
1997-09-26,462.8,465.1,460.5,462.8
1997-09-29,457.5,459.8,455.2,457.5
1997-09-30,459.7,462.0,457.4,459.7
1997-10-01,459.9,462.2,457.6,459.9
1997-10-02,450.9,453.2,448.7,450.9
1997-10-03,438.8,441.0,436.6,438.8
1997-10-06,435.2,437.3,433.0,435.2
1997-10-07,429.6,431.7,427.5,429.6
1997-10-08,431.0,433.1,428.8,431.0
1997-10-09,429.3,431.4,427.1,429.3
1997-10-10,431.3,433.5,429.2,431.3
1997-10-13,432.4,434.6,430.2,432.4
1997-10-14,427.8,429.9,425.6,427.8
1997-10-15,426.1,428.3,424.0,426.1
1997-10-16,423.8,425.9,421.6,423.8
1997-10-17,427.9,430.1,425.8,427.9
1997-10-20,426.2,428.3,424.0,426.2
1997-10-21,431.5,433.6,429.3,431.5
1997-10-22,436.7,438.9,434.6,436.7
1997-10-23,435.5,437.7,433.3,435.5
1997-10-24,432.3,434.4,430.1,432.3
1997-10-27,427.1,429.2,425.0,427.1
1997-10-28,429.9,432.0,427.7,429.9
1997-10-29,429.0,431.1,426.8,429.0
1997-10-30,425.4,427.5,423.3,425.4
1997-10-31,429.0,431.1,426.8,429.0
1997-11-03,431.7,433.9,429.6,431.7
1997-11-04,427.0,429.1,424.9,427.0
1997-11-05,428.1,430.2,425.9,428.1
1997-11-06,430.1,432.2,427.9,430.1
1997-11-07,436.6,438.8,434.4,436.6
1997-11-10,434.0,436.2,431.8,434.0
1997-11-11,433.0,435.2,430.9,433.0
1997-11-12,434.9,437.1,432.7,434.9
1997-11-13,439.2,441.4,437.0,439.2
1997-11-14,439.6,441.8,437.4,439.6
1997-11-17,438.3,440.5,436.1,438.3
1997-11-18,434.6,436.8,432.5,434.6
1997-11-19,432.1,434.3,430.0,432.1
1997-11-20,430.4,432.6,428.3,430.4
1997-11-21,432.4,434.5,430.2,432.4
1997-11-24,432.2,434.4,430.1,432.2
1997-11-25,428.2,430.3,426.0,428.2
1997-11-26,430.7,432.9,428.6,430.7
1997-11-27,428.9,431.0,426.7,428.9
1997-11-28,427.2,429.3,425.0,427.2
1997-12-01,428.3,430.4,426.1,428.3
1997-12-02,430.8,433.0,428.7,430.8
1997-12-03,431.0,433.1,428.8,431.0
1997-12-04,437.4,439.6,435.2,437.4
1997-12-05,428.0,430.1,425.8,428.0
1997-12-08,429.9,432.0,427.7,429.9
1997-12-09,424.4,426.5,422.3,424.4
1997-12-10,423.2,425.3,421.1,423.2
1997-12-11,422.2,424.3,420.1,422.2
1997-12-12,421.0,423.1,418.9,421.0
1997-12-15,415.4,417.5,413.3,415.4
1997-12-16,409.1,411.2,407.1,409.1
1997-12-17,400.8,402.8,398.8,400.8
1997-12-18,399.9,401.9,397.9,399.9
1997-12-19,400.5,402.5,398.5,400.5
1997-12-22,402.0,404.0,400.0,402.0
1997-12-23,406.5,408.5,404.4,406.5
1997-12-24,409.4,411.5,407.4,409.4
1997-12-25,412.8,414.8,410.7,412.8
1997-12-26,407.9,409.9,405.9,407.9
1997-12-29,410.9,412.9,408.8,410.9
1997-12-30,411.6,413.6,409.5,411.6
1997-12-31,405.5,407.5,403.5,405.5
1998-01-01,409.5,411.5,407.4,409.5
1998-01-02,405.1,407.1,403.1,405.1
1998-01-05,399.5,401.5,397.5,399.5
1998-01-06,405.3,407.4,403.3,405.3
1998-01-07,405.6,407.6,403.6,405.6
1998-01-08,400.7,402.7,398.7,400.7
1998-01-09,398.1,400.1,396.1,398.1
1998-01-12,401.1,403.1,399.1,401.1
1998-01-13,395.7,397.7,393.7,395.7
1998-01-14,394.8,396.8,392.8,394.8
1998-01-15,393.9,395.9,391.9,393.9
1998-01-16,404.4,406.4,402.4,404.4
1998-01-19,396.9,398.9,395.0,396.9
1998-01-20,390.8,392.8,388.9,390.8
1998-01-21,388.4,390.3,386.4,388.4
1998-01-22,385.7,387.6,383.8,385.7
1998-01-23,385.8,387.7,383.9,385.8
1998-01-26,383.1,385.0,381.2,383.1
1998-01-27,386.4,388.4,384.5,386.4
1998-01-28,386.6,388.6,384.7,386.6
1998-01-29,382.7,384.6,380.8,382.7
1998-01-30,381.7,383.6,379.8,381.7
1998-02-02,380.1,382.0,378.2,380.1
1998-02-03,384.6,386.5,382.7,384.6
1998-02-04,387.8,389.7,385.8,387.8
1998-02-05,390.1,392.1,388.2,390.1
1998-02-06,386.8,388.7,384.9,386.8
1998-02-09,386.8,388.8,384.9,386.8
1998-02-10,382.0,383.9,380.1,382.0
1998-02-11,384.3,386.2,382.4,384.3
1998-02-12,388.6,390.6,386.7,388.6
1998-02-13,380.0,381.9,378.1,380.0
1998-02-16,378.7,380.6,376.8,378.7
1998-02-17,378.3,380.1,376.4,378.3
1998-02-18,381.6,383.5,379.7,381.6
1998-02-19,379.0,380.9,377.1,379.0
1998-02-20,376.5,378.4,374.6,376.5
1998-02-23,376.2,378.1,374.3,376.2
1998-02-24,378.4,380.3,376.5,378.4
1998-02-25,378.9,380.8,377.0,378.9
1998-02-26,381.9,383.8,380.0,381.9
1998-02-27,384.1,386.0,382.1,384.1
1998-03-02,379.7,381.6,377.8,379.7
1998-03-03,379.3,381.2,377.4,379.3
1998-03-04,380.9,382.8,379.0,380.9
1998-03-05,377.3,379.2,375.4,377.3
1998-03-06,374.3,376.2,372.5,374.3
1998-03-09,367.8,369.6,366.0,367.8
1998-03-10,372.2,374.0,370.3,372.2
1998-03-11,380.0,381.9,378.1,380.0
1998-03-12,376.8,378.7,374.9,376.8
1998-03-13,378.4,380.3,376.5,378.4
1998-03-16,381.6,383.5,379.7,381.6
1998-03-17,376.4,378.3,374.5,376.4
1998-03-18,377.1,379.0,375.2,377.1
1998-03-19,381.3,383.2,379.4,381.3
1998-03-20,379.5,381.4,377.6,379.5
1998-03-23,377.6,379.5,375.7,377.6
1998-03-24,381.9,383.8,380.0,381.9
1998-03-25,379.3,381.2,377.4,379.3
1998-03-26,376.3,378.2,374.5,376.3
1998-03-27,374.9,376.8,373.0,374.9
1998-03-30,380.1,382.0,378.2,380.1
1998-03-31,382.0,383.9,380.1,382.0
1998-04-01,383.1,385.0,381.2,383.1
1998-04-02,383.8,385.7,381.9,383.8
1998-04-03,378.5,380.4,376.6,378.5
1998-04-06,378.8,380.7,376.9,378.8
1998-04-07,376.3,378.1,374.4,376.3
1998-04-08,374.7,376.5,372.8,374.7
1998-04-09,372.9,374.8,371.1,372.9
1998-04-10,375.6,377.5,373.7,375.6
1998-04-13,380.5,382.4,378.6,380.5
1998-04-14,376.0,377.9,374.2,376.0
1998-04-15,378.9,380.8,377.0,378.9
1998-04-16,377.3,379.1,375.4,377.3
1998-04-17,379.0,380.9,377.1,379.0
1998-04-20,378.3,380.2,376.4,378.3
1998-04-21,375.0,376.9,373.1,375.0
1998-04-22,371.9,373.7,370.0,371.9
1998-04-23,370.3,372.2,368.5,370.3
1998-04-24,370.9,372.8,369.1,370.9
1998-04-27,371.1,373.0,369.3,371.1
1998-04-28,380.9,382.8,379.0,380.9
1998-04-29,381.5,383.4,379.6,381.5
